level,province_nesdc_en,type,sector,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Provincial,MAE HONG SON,Chain Volume Measures,Transportation and storage,136.289091,121.507239,213.851342,100.265044,110.69215,163.127407,117.645672,109.975375,98.971596,167.657473,102.13377,99.876955,92.744373,93.381011,95.810731,85.542822,92.124831,101.17128,114.651975,133.792055,133.787528,152.215212,186.062776,196.082602,193.533616,227.044789
Provincial,MAE HONG SON,Chain Volume Measures,Accommodation and food service activities,155.656995,166.818295,164.749785,208.612041,341.654821,221.204408,213.830201,181.971573,124.546806,100.648714,100.448303,94.765724,133.760063,138.766467,169.304054,166.663471,147.817179,128.760421,152.69912,156.977894,171.609832,167.930123,182.247231,195.580008,213.658411,171.297403
Provincial,MAE HONG SON,Chain Volume Measures,Information and communication,55.079988,65.599202,62.674032,58.794868,61.589635,63.63509,94.054043,110.524371,150.879383,144.948793,150.455096,159.593024,142.783735,157.556261,152.085511,164.736701,182.488543,190.274367,184.293063,219.793767,262.754463,236.83261,275.501357,298.410253,349.484081,335.125157
Provincial,MAE HONG SON,Chain Volume Measures,Financial and insurance activities,209.191623,229.319519,206.100661,192.379016,165.413576,155.565396,165.292532,176.337007,174.464126,172.748551,177.585751,193.134394,203.758916,219.536791,256.716275,274.853479,287.480662,336.65752,392.960406,450.902338,486.549751,552.66092,585.463777,620.056354,644.286655,648.885198
Provincial,MAE HONG SON,Chain Volume Measures,Real estate activities,115.262475,165.877715,188.700662,184.019553,246.97436,245.123167,213.923447,248.255001,269.828035,299.951084,334.201041,393.126925,376.963566,321.253642,343.656307,366.469383,368.525349,427.062537,444.956803,474.896961,443.563948,599.78229,577.169638,661.614843,775.529066,716.546868
Provincial,MAE HONG SON,Chain Volume Measures,"Professional, scientific and technical activities",0.159721,0.742417,1.435688,0.986181,0.873907,0.775497,0.756866,0.797348,0.9735,0.632857,0.953416,1.493527,2.426071,2.325862,2.279011,2.446788,2.437609,7.598401,8.793832,8.00319,6.029472,9.040899,6.841131,7.069796,8.402612,7.913518
Provincial,MAE HONG SON,Chain Volume Measures,Administrative and support service activities,37.072566,46.583041,60.774529,49.449773,34.062956,44.140555,49.028987,48.100607,66.829469,86.093807,65.009792,77.702338,90.8047,98.690945,102.250686,77.436976,75.877615,15.177859,17.944546,17.745322,35.76899,34.88594,41.776132,46.449374,50.902469,19.880905
Provincial,MAE HONG SON,Chain Volume Measures,Public administration and defence; compulsory social security,1132.562885,1202.889066,1245.036896,1305.826964,1502.557061,1301.176588,1217.645131,1064.926987,1103.418485,1070.051501,931.735248,841.54082,695.892748,638.784121,635.146906,764.894085,790.327268,869.571882,697.804473,465.412197,606.32454,592.047905,591.275417,617.757606,630.767255,654.163296
Provincial,MAE HONG SON,Chain Volume Measures,Education,487.055379,501.847096,523.368951,705.253408,674.716985,676.808511,661.470025,665.030031,622.38494,630.156415,686.540334,724.965237,746.644564,785.480583,812.622473,873.832363,886.402421,928.210578,998.647965,1063.147865,1006.690499,1031.025132,1069.837216,997.585713,957.961089,982.020286
Provincial,MAE HONG SON,Chain Volume Measures,Human health and social work activities,262.042436,220.785474,227.551526,251.616644,254.358057,251.082711,246.089255,260.004871,209.643795,233.144912,231.147133,238.246405,234.715461,255.13537,299.209636,267.929071,278.824752,298.011362,310.774156,331.505156,334.468847,342.706844,356.465834,374.649732,385.519124,410.810958
Provincial,MAE HONG SON,Chain Volume Measures,"Arts, entertainment and recreation",4.406058,6.729988,6.255754,5.817679,6.43685,6.56644,6.617071,6.641502,13.339158,28.14089,26.844983,21.639969,10.135358,8.957895,8.462616,11.019352,12.683503,14.788968,14.73397,14.405302,15.726253,20.711365,23.914741,27.637619,32.957296,29.24084
Provincial,MAE HONG SON,Chain Volume Measures,Other service activities,56.601805,56.997409,59.037848,60.765254,63.047771,66.946443,76.91869,78.452275,77.784487,102.938527,119.187909,115.600448,131.240606,155.128722,163.004963,140.456982,145.831958,179.233002,182.913666,179.704921,182.943827,186.367646,186.551231,201.540651,156.631982,157.647431
Provincial,MAE HONG SON,Chain Volume Measures,Gross provincial product (CVMs),4547.366267,4902.367926,4842.24861,4860.734452,5315.627191,5330.437852,5133.147277,5237.613308,5181.346937,5321.61106,5266.324018,5466.363869,5617.652696,5522.839115,5721.018828,5627.086004,5794.785426,5719.857335,5951.968401,5892.231955,6542.403816,6574.16926,6790.628348,7040.593233,7557.25236,7504.782579
Provincial,CHIANG RAI,Current Market Prices,Agriculture,5162.647629,6019.508393,5853.174899,6778.81915,5980.832522,5695.954568,7320.876039,7936.646891,9390.085644,10815.91472,14399.49084,14181.58171,16104.28384,21567.32717,18363.28896,25173.40038,25648.01124,35310.70711,36408.33828,35479.51238,32347.12549,31114.27768,30822.28845,28868.68463,27817.0043,25046.44919
Provincial,CHIANG RAI,Current Market Prices,Agriculture,5162.647629,6019.508393,5853.174899,6778.81915,5980.832522,5695.954568,7320.876039,7936.646891,9390.085644,10815.91472,14399.49084,14181.58171,16104.28384,21567.32717,18363.28896,25173.40038,25648.01124,35310.70711,36408.33828,35479.51238,32347.12549,31114.27768,30822.28845,28868.68463,27817.0043,25046.44919
Provincial,CHIANG RAI,Current Market Prices,"Agriculture, forestry and fishing",5162.647629,6019.508393,5853.174899,6778.81915,5980.832522,5695.954568,7320.876039,7936.646891,9390.085644,10815.91472,14399.49084,14181.58171,16104.28384,21567.32717,18363.28896,25173.40038,25648.01124,35310.70711,36408.33828,35479.51238,32347.12549,31114.27768,30822.28845,28868.68463,27817.0043,25046.44919
Provincial,CHIANG RAI,Current Market Prices,Non-Agriculture,18346.52824,20551.11923,21518.34866,21494.09178,22297.71851,22357.0145,22377.59117,24729.40475,25943.64853,28543.81484,30966.1997,33154.33891,36317.92017,39222.28976,41642.72525,44482.27143,48088.94456,52895.60333,56689.77676,57281.2473,62879.32991,68871.97698,72773.82153,76341.91598,79603.36646,76174.29807
Provincial,CHIANG RAI,Current Market Prices,Industrial,1787.074747,2017.189626,2189.364046,2248.140886,2010.043884,2036.882083,2127.947656,2278.109085,2664.365548,3072.34421,2752.503869,3237.937944,4204.041444,5564.160537,6204.827415,6704.982257,6937.951529,6085.874993,7054.139324,6625.754653,6968.69573,8022.554496,8367.986846,8657.562774,8479.618791,9408.341641
Provincial,CHIANG RAI,Current Market Prices,Mining and quarrying,108.893862,168.439278,231.99466,138.188039,151.890034,120.617878,114.535469,147.475899,149.173054,157.753533,202.129254,265.497304,304.841557,283.165446,412.790124,440.258134,553.010481,763.093702,769.587703,714.293598,745.674381,858.408589,833.144187,982.399472,826.898312,868.106031
Provincial,CHIANG RAI,Current Market Prices,Manufacturing,1188.881901,1334.869918,1400.77331,1446.308053,1250.16555,1240.354398,1366.166262,1515.528481,1897.192962,2193.04703,1824.112833,2247.752243,3183.240545,4565.869688,4864.584423,5295.578992,5357.351014,4167.565275,4969.048973,4492.615258,4791.33778,5597.727931,5856.982553,6147.649894,5958.603743,6770.02361
Provincial,CHIANG RAI,Current Market Prices,"Electricity, gas, steam and air conditioning supply",402.598743,419.92858,458.055244,566.777169,496.10063,511.087688,518.085324,522.952205,532.665539,600.282673,596.171773,655.94479,648.298985,641.617397,830.130141,869.352863,921.422056,1036.893828,1178.081282,1266.684741,1259.107634,1311.021532,1367.731535,1210.076636,1372.649181,1414.26566
Provincial,CHIANG RAI,Current Market Prices,"Water supply; sewerage, waste management and remediation activities",86.70024,93.95185,98.540833,96.867625,111.88767,164.822119,129.160601,92.152499,85.333993,121.260975,130.090009,68.743608,67.660357,73.508007,97.322726,99.792268,106.167978,118.322187,137.421367,152.161056,172.575935,255.396444,310.128571,317.436773,321.467555,355.94634
Provincial,CHIANG RAI,Current Market Prices,Services,16559.4535,18533.92961,19328.98461,19245.95089,20287.67463,20320.13242,20249.64351,22451.29566,23279.28299,25471.47063,28213.69583,29916.40097,32113.87872,33658.12923,35437.89784,37777.28917,41150.99303,46809.72834,49635.63743,50655.49265,55910.63418,60849.42249,64405.83468,67684.35321,71123.74767,66765.95643
Provincial,CHIANG RAI,Current Market Prices,Construction,1889.31739,2285.992714,1912.750688,1425.351517,1697.183725,1262.908586,1177.533561,1869.923935,1908.185999,1611.95666,2015.927089,2137.493232,2506.156831,2756.708501,2806.069057,1988.999233,2372.211413,2328.537432,3397.170748,3493.733924,4325.58414,4805.517993,4779.778455,5446.818957,5458.559582,5305.952511
Provincial,CHIANG RAI,Current Market Prices,Wholesale and retail trade and repair of motor vehicles and motorcycle,3603.901063,3872.5982,4557.303083,4365.687925,4253.814374,3981.859266,4379.197519,4575.256486,4799.661011,5120.447886,5675.759178,5779.247466,6494.554246,7433.946858,8217.382531,9374.590166,9627.756096,11774.25651,11993.54095,13084.49195,14409.17458,16130.70416,16808.38529,16894.80117,17165.48654,16464.37801
Provincial,CHIANG RAI,Current Market Prices,Transportation and storage,1550.387312,1654.452636,1652.456007,1645.659701,1775.07518,1705.459015,1265.423522,1224.669343,1152.374407,1674.079187,1554.9687,1688.441852,1840.851192,1844.45319,1938.803978,2008.049172,1975.760366,2279.052999,2711.85403,2660.438773,3152.690846,3204.292726,3901.462443,4697.067809,5582.393497,4079.778098
Provincial,CHIANG RAI,Current Market Prices,Accommodation and food service activities,1129.555348,1111.178691,1017.659885,850.468704,1105.888809,1204.484081,1165.385222,1092.744471,1022.383147,1105.33053,1139.801475,1413.17678,1859.019571,1929.911403,1651.741085,1687.200653,2015.519549,2374.451151,2626.59427,2563.637576,2944.394269,3089.275292,3414.497046,3858.771376,4269.372244,2704.4584
Provincial,CHIANG RAI,Current Market Prices,Information and communication,354.389277,363.066796,354.047446,323.494884,365.190761,389.327482,515.349534,625.550231,759.344435,821.319466,799.150305,795.780548,713.380021,760.282815,739.704419,828.378652,893.991426,873.849618,778.91548,890.458955,884.719841,818.219372,973.566427,1119.447229,1315.910414,1263.333278
Provincial,CHIANG RAI,Current Market Prices,Financial and insurance activities,1835.285691,2180.022846,2059.108491,2000.821878,1480.531818,1499.759384,1606.631396,1802.966171,1810.226525,2029.983894,2326.071365,2792.192413,3112.777236,3259.708485,3483.80556,3878.075345,4178.904338,4828.006023,5694.335518,6452.348006,7074.909374,7664.697476,7931.73342,8137.51535,8538.836749,8609.846719
Provincial,CHIANG RAI,Current Market Prices,Real estate activities,1477.867712,1698.16534,1904.718083,2216.498402,2681.680636,2782.217979,2640.880817,2932.796054,3065.974853,3154.410409,3389.239223,3787.291464,3702.488058,3088.137036,3295.219826,3391.443997,3894.297933,3884.771946,3990.125403,3116.38585,3181.442465,3982.353216,3922.181471,4398.378245,4951.016193,4740.862002
Provincial,CHIANG RAI,Current Market Prices,"Professional, scientific and technical activities",10.169181,15.387389,15.512715,13.597119,16.338622,17.111354,13.098629,12.443179,13.365709,9.596605,10.310524,12.347477,14.22662,15.304964,19.452399,23.787408,31.601128,43.793172,75.000343,77.01472,111.351189,107.180367,152.40546,144.060523,192.311727,180.709412
Provincial,CHIANG RAI,Current Market Prices,Administrative and support service activities,136.671402,201.334642,222.61816,167.545609,176.758479,204.568196,168.493491,183.754389,196.595607,270.912846,247.372732,286.285384,347.163275,347.647056,367.195975,479.637764,447.220693,409.184232,419.095046,390.785797,503.506382,504.594521,550.872992,634.458282,685.517164,303.752562
Provincial,CHIANG RAI,Current Market Prices,Public administration and defence; compulsory social security,1584.093511,1702.170096,1947.829921,2207.653428,2416.919051,2803.882147,2935.982559,3386.910324,3576.653886,3911.573558,4424.701023,4064.625418,3857.715246,3515.702172,3631.172755,4299.75608,4814.984762,5690.871349,4915.824711,3723.859883,4369.79405,4479.843398,4822.813398,5103.681754,5175.805582,5262.340062
Provincial,CHIANG RAI,Current Market Prices,Education,2156.124155,2280.975948,2472.717877,2709.730883,2813.580938,2871.144334,2893.957114,3018.431923,3124.16355,3658.804965,4221.22636,4625.358231,5213.590322,5711.753717,5969.919692,6409.116706,7234.638539,8397.003281,8784.858347,9723.810604,10219.13731,11036.24453,11752.25051,11457.08513,11267.44504,11465.66767
Provincial,CHIANG RAI,Current Market Prices,Human health and social work activities,414.915809,788.837801,845.021302,917.655816,1076.756685,1149.337005,1074.452232,1218.035359,1178.877242,1375.325046,1484.70901,1624.484204,1698.896669,1934.765285,2263.567039,2371.588961,2545.570811,2763.914257,2970.230432,3189.628,3342.190186,3538.788518,3803.167376,4264.471243,4844.45831,4856.753129
Provincial,CHIANG RAI,Current Market Prices,"Arts, entertainment and recreation",26.572701,42.977379,43.824142,50.799916,47.032602,48.706631,49.777369,50.232833,94.881486,195.975999,211.360873,164.77724,89.174965,83.461694,79.106824,106.270828,132.062089,153.02831,157.296207,156.373617,156.823557,197.525257,236.953278,277.429576,328.701269,293.745522
Provincial,CHIANG RAI,Current Market Prices,Other service activities,390.202944,336.769128,323.416811,350.985108,380.92295,399.366962,363.480545,457.580966,576.595128,531.753577,713.097968,744.899259,663.884473,976.34605,974.756698,930.394207,986.47389,1009.008051,1120.795946,1132.524988,1234.915993,1290.185668,1355.767126,1250.366572,1347.933368,1234.379053
Provincial,CHIANG RAI,Current Market Prices,Gross provincial product (GPP),23509.17587,26570.62763,27371.52356,28272.91093,28278.55104,28052.96907,29698.46721,32666.05164,35333.73418,39359.72956,45365.69054,47335.92062,52422.20401,60789.61693,60006.01421,69655.6718,73736.9558,88206.31044,93098.11503,92760.75968,95226.4554,99986.25466,103596.11,105210.6006,107420.3708,101220.7473
Provincial,CHIANG RAI,Current Market Prices,GPP Per capita (Baht),21142.569,23723.339,24263.413,24884.449,24714.13,24345.808,25679.942,28154.648,30368.185,33747.632,38821.327,40446.309,44745.15,51856.601,51182.167,59433.217,63026.109,75526.99,79856.268,79707.055,81970.864,86219.129,89489.441,91044.684,93316.512,88281.041
Provincial,CHIANG RAI,Current Market Prices,"Population (1,000 persons)",1111.935624,1120.020533,1128.098619,1136.167816,1144.226003,1152.271,1156.484944,1160.236515,1163.511518,1166.296036,1168.576488,1170.339679,1171.572862,1172.263796,1172.400809,1171.999,1169.943,1167.878,1165.821,1163.771,1161.711,1159.676,1157.635,1155.593,1151.14,1146.574
Provincial,CHIANG RAI,Chain Volume Measures,Agriculture,5092.122089,5341.608044,5137.424549,5544.808983,6310.652709,7087.544168,7700.602441,7936.646891,8566.094499,8468.415566,9976.21006,9261.320718,10035.54919,10072.94445,10135.65404,10498.33079,11113.00012,12282.95918,12206.00108,11891.02533,11149.17552,10568.8075,11164.13721,10133.14932,9394.692895,8622.500645
Provincial,CHIANG RAI,Chain Volume Measures,Agriculture,5092.122089,5341.608044,5137.424549,5544.808983,6310.652709,7087.544168,7700.602441,7936.646891,8566.094499,8468.415566,9976.21006,9261.320718,10035.54919,10072.94445,10135.65404,10498.33079,11113.00012,12282.95918,12206.00108,11891.02533,11149.17552,10568.8075,11164.13721,10133.14932,9394.692895,8622.500645
Provincial,CHIANG RAI,Chain Volume Measures,"Agriculture, forestry and fishing",5092.122089,5341.608044,5137.424549,5544.808983,6310.652709,7087.544168,7700.602441,7936.646891,8566.094499,8468.415566,9976.21006,9261.320718,10035.54919,10072.94445,10135.65404,10498.33079,11113.00012,12282.95918,12206.00108,11891.02533,11149.17552,10568.8075,11164.13721,10133.14932,9394.692895,8622.500645
Provincial,CHIANG RAI,Chain Volume Measures,Non-Agriculture,21626.0341,23265.54912,22968.40653,21990.86058,23272.52479,23056.31461,22808.85191,24729.40475,25563.51051,26832.36192,28565.5366,28955.56555,30454.81886,30929.1187,31881.10953,32952.98901,34957.82362,38184.91696,39494.22445,39030.59361,41747.06259,44281.39505,46040.69782,47546.94311,48703.44958,46476.01473
Provincial,CHIANG RAI,Chain Volume Measures,Industrial,2144.578404,2353.083067,2322.725168,2201.216046,2145.051955,2158.036698,2243.858557,2278.109085,2384.076172,2627.518234,2651.251825,2793.96684,3157.655519,3616.342258,3635.224229,3564.389183,3830.226448,4096.308929,4107.699884,4077.497192,4006.926703,4350.866501,4560.12442,4592.593626,4449.019218,4661.345614
Provincial,CHIANG RAI,Chain Volume Measures,Mining and quarrying,144.411031,203.984466,275.249444,156.364814,174.497768,130.739042,120.504063,147.475899,143.322047,144.707523,197.612375,249.748906,280.698021,245.314404,288.75639,314.092819,406.337617,554.329205,515.153772,466.437219,449.178174,457.977497,434.663969,516.246892,416.214943,414.187884
Provincial,CHIANG RAI,Chain Volume Measures,Manufacturing,1511.313281,1629.519547,1503.139414,1463.271543,1403.985645,1358.071422,1470.049638,1515.528481,1653.310207,1841.567018,1801.1832,1939.12686,2235.775874,2641.150812,2547.651692,2423.357563,2552.934096,2616.992954,2663.95944,2633.934456,2554.069151,2776.857612,2939.788366,2891.482548,2777.92465,2955.736015
Provincial,CHIANG RAI,Chain Volume Measures,"Electricity, gas, steam and air conditioning supply",401.489443,430.946038,448.830617,471.656592,464.754998,498.11607,520.605017,522.952205,504.794258,523.838792,522.97385,537.114305,572.156631,634.440877,767.777483,834.916095,922.305608,1064.481487,1070.181164,1144.470023,1160.812217,1237.065332,1275.725462,1266.281249,1423.128908,1390.63204
Provincial,CHIANG RAI,Chain Volume Measures,"Water supply; sewerage, waste management and remediation activities",109.420909,117.371285,118.907367,118.336972,110.403221,165.196134,130.216705,92.152499,82.649659,116.062379,134.400704,71.397761,73.393571,74.888578,80.693805,87.008273,84.062736,87.304888,80.300086,77.458423,92.67536,137.197207,169.500033,174.732342,180.927856,213.938785
Provincial,CHIANG RAI,Chain Volume Measures,Services,19473.13107,20904.43238,20637.74017,19782.1864,21128.76101,20900.34691,20570.22149,22451.29566,23179.43451,24190.73494,25915.3961,26167.66537,27300.54675,27262.22733,28216.53963,29427.58317,31146.15914,34141.34428,35451.86098,35013.5834,37848.48471,40027.60006,41573.75097,43072.11093,44426.01678,41899.19193
Provincial,CHIANG RAI,Chain Volume Measures,Construction,2295.653836,2636.245708,2086.97414,1484.542354,1766.514859,1303.496019,1200.737154,1869.923934,1870.355812,1524.554444,1821.556089,1767.352548,2009.822611,2055.978318,2153.053194,1492.022293,1674.980493,1597.260639,2301.326419,2360.02421,3040.143182,3460.968218,3387.502646,3799.879215,3789.363006,3703.974893
Provincial,CHIANG RAI,Chain Volume Measures,Wholesale and retail trade and repair of motor vehicles and motorcycle,4405.95342,4514.145334,4654.637369,4158.005447,4434.673129,4127.482813,4462.377999,4575.256486,4873.154318,4956.890982,5332.584966,5258.231283,5797.268009,6222.658748,6275.413789,6840.694003,6823.655061,7786.535953,7884.345237,8084.982816,8805.466572,9349.439405,9572.665299,9506.692937,9415.954483,8978.557218
Provincial,CHIANG RAI,Chain Volume Measures,Transportation and storage,1803.151398,1837.5577,1727.037464,1623.250999,1759.19019,1690.019089,1245.478936,1224.669343,1133.719568,1563.939209,1438.476391,1442.451545,1504.245604,1465.539269,1497.12621,1607.55762,1571.882819,1760.645121,2098.392503,2057.699962,2257.224071,2196.43113,2618.290652,3162.274641,3699.908096,2750.434494
Provincial,CHIANG RAI,Chain Volume Measures,Accommodation and food service activities,1164.703311,1103.320106,1029.811175,878.791354,1144.67183,1248.877341,1214.690131,1092.74447,1014.411498,1107.85399,1139.165873,1402.30297,1756.415809,1755.719382,1579.35108,1611.913739,1932.931927,2207.513796,2341.096541,2236.567348,2449.543168,2415.623976,2519.907203,2721.38638,2906.548499,2183.677991
Provincial,CHIANG RAI,Chain Volume Measures,Information and communication,343.334294,352.615646,344.11839,317.527339,358.966482,385.103416,512.07164,625.55023,768.833493,882.45726,910.910488,997.511092,897.514861,976.550437,925.439617,1030.013932,1105.216648,1077.194162,961.037661,1116.655266,1120.335703,1029.138606,1182.05419,1385.012949,1636.081532,1576.916221
Provincial,CHIANG RAI,Chain Volume Measures,Financial and insurance activities,2480.006219,2781.228372,2487.924846,2236.169648,1651.236002,1645.375226,1683.660509,1802.96617,1809.666011,1834.33661,1975.931026,2119.763103,2217.368425,2166.440454,2497.074917,2663.932171,2814.798791,3296.938376,3732.007437,4160.837406,4559.252886,4892.689086,5090.960843,5229.162852,5392.093046,5555.813751
Provincial,CHIANG RAI,Chain Volume Measures,Real estate activities,1466.485659,1627.715183,1808.567166,2114.563698,2554.84384,2654.55263,2594.527621,2932.796054,3156.738084,3349.539129,3609.985203,4045.904482,3987.520725,3345.403065,3517.397741,3580.498343,4083.411513,4030.754362,4163.985685,3264.700231,3305.01163,4156.288943,4095.418468,4567.640219,5110.104519,4847.235809
Provincial,CHIANG RAI,Chain Volume Measures,"Professional, scientific and technical activities",13.613264,17.295151,17.126647,13.157863,16.858778,16.33032,12.868326,12.443179,13.760501,10.067033,10.943294,13.054866,15.02504,15.722631,19.778782,23.527568,30.359526,40.771292,68.819553,69.625075,101.619341,97.971756,137.357554,128.609534,171.275115,161.229468
Provincial,CHIANG RAI,Chain Volume Measures,Administrative and support service activities,177.252495,242.117547,250.379877,174.970499,183.907737,209.06067,169.718749,183.754389,192.085151,255.368169,218.289571,234.583791,276.675241,256.211043,270.743379,339.554589,301.806358,267.049256,268.335265,245.52997,320.670758,320.192988,343.624611,390.66465,418.438992,185.236969
Provincial,CHIANG RAI,Chain Volume Measures,Public administration and defence; compulsory social security,1890.068591,1978.825997,2209.57193,2434.867342,2608.327446,2936.480005,3000.25827,3386.910323,3478.087372,3487.849734,3723.591427,3195.840893,2972.35487,2571.229872,2624.783088,3062.985136,3346.476676,3829.877144,3179.713815,2328.628127,2629.225631,2588.858063,2699.965622,2780.344083,2755.347804,2750.653377
Provincial,CHIANG RAI,Chain Volume Measures,Education,2529.513262,2592.060816,2747.319597,2979.323157,3027.868205,3008.616948,2963.912975,3018.431923,3051.862083,3254.412719,3545.328373,3613.145204,3878.907329,4008.116921,4085.700432,4333.758699,4613.922366,5074.441717,5144.483162,5435.968425,5436.2706,5698.290775,5915.000453,5635.784966,5433.387907,5443.147403
Provincial,CHIANG RAI,Chain Volume Measures,Human health and social work activities,475.312707,892.450341,932.726787,986.787021,1132.189895,1188.913314,1092.682029,1218.035358,1155.336428,1262.647657,1306.183724,1366.049663,1409.11055,1553.054644,1800.211448,1862.378377,1975.001641,2105.685337,2199.333754,2300.282332,2327.076918,2374.288723,2481.484154,2720.896653,3036.086262,2997.36331
Provincial,CHIANG RAI,Chain Volume Measures,"Arts, entertainment and recreation",33.15721,50.645632,48.930438,52.741426,48.684951,49.665101,50.048049,50.232832,93.313527,187.844133,194.051554,144.575931,76.657842,67.752206,64.006212,83.343845,100.230408,112.684447,113.461054,110.7854,116.678683,158.300069,188.684935,218.728324,259.81204,230.92143
Provincial,CHIANG RAI,Chain Volume Measures,Other service activities,523.822308,422.729266,381.122271,392.810668,424.440019,422.852584,373.391033,457.580966,568.110568,515.062118,690.975546,694.258896,603.982852,861.06423,871.582772,801.821017,807.777325,791.82835,842.387967,816.702479,878.340612,911.417053,950.25151,864.557097,921.434621,848.079419
Provincial,CHIANG RAI,Chain Volume Measures,Gross provincial product (CVMs),26667.00737,28531.64244,28002.7183,27540.6129,29672.91131,30228.13619,30500.46391,32666.05164,34129.60509,35270.01484,38647.82896,38128.96695,40466.68877,40949.62857,41853.31562,43288.15201,45885.94525,50328.77686,51237.41445,50354.08227,51316.64987,52466.31,54821.80574,54575.44295,54447.36198,51443.16941
Provincial,PHRAE,Current Market Prices,Agriculture,1455.397683,1759.196003,1703.123999,1691.702635,1542.216074,1505.872882,1464.817849,1590.975818,1775.322165,2055.954739,2145.089195,2359.431981,2496.554208,3201.155855,2870.817765,3622.794733,4280.669423,5695.375203,5863.283562,5191.331577,5372.16988,5666.501292,5493.662166,5897.821666,5954.465804,6009.293716
Provincial,PHRAE,Current Market Prices,Agriculture,1455.397683,1759.196003,1703.123999,1691.702635,1542.216074,1505.872882,1464.817849,1590.975818,1775.322165,2055.954739,2145.089195,2359.431981,2496.554208,3201.155855,2870.817765,3622.794733,4280.669423,5695.375203,5863.283562,5191.331577,5372.16988,5666.501292,5493.662166,5897.821666,5954.465804,6009.293716
Provincial,PHRAE,Current Market Prices,"Agriculture, forestry and fishing",1455.397683,1759.196003,1703.123999,1691.702635,1542.216074,1505.872882,1464.817849,1590.975818,1775.322165,2055.954739,2145.089195,2359.431981,2496.554208,3201.155855,2870.817765,3622.794733,4280.669423,5695.375203,5863.283562,5191.331577,5372.16988,5666.501292,5493.662166,5897.821666,5954.465804,6009.293716
Provincial,PHRAE,Current Market Prices,Non-Agriculture,8171.228941,9091.148581,9574.126396,9322.023302,9754.493847,9977.546447,10212.18133,11197.60895,11784.18302,13083.7681,13891.51531,14310.03028,15164.94697,15494.95241,16045.19856,17200.63673,18055.19298,19370.71004,19980.66852,20495.83745,20822.84979,22775.60499,23403.79023,24692.36699,25327.62413,25208.68056
Provincial,PHRAE,Current Market Prices,Industrial,1086.261511,1173.331294,1368.065594,1388.778649,1299.300934,1343.3574,1366.898739,1588.452302,1853.603028,2023.963622,1773.503685,2038.25261,2553.343426,2587.972617,2789.368915,3118.443324,3077.697303,2432.701399,2785.537012,2975.041475,3542.204537,3847.53596,3926.743661,4375.828021,4383.005046,4134.818169
Provincial,PHRAE,Current Market Prices,Mining and quarrying,35.644734,43.816377,70.962237,80.611994,61.034622,48.022064,57.552572,64.977414,182.358259,279.695621,94.388304,115.005153,467.549018,113.412009,109.648063,126.642699,112.513205,177.321231,249.893738,266.876653,553.527918,688.892008,622.853653,666.714232,617.841757,255.618719
Provincial,PHRAE,Current Market Prices,Manufacturing,844.759976,920.677153,1061.434299,1030.147163,999.172817,1052.177779,1057.785,1278.123356,1409.989802,1469.964521,1409.044591,1632.863416,1792.284358,2186.376884,2327.436898,2620.673968,2602.142972,1849.953166,2076.803859,2214.825253,2501.034125,2641.350519,2746.336152,3173.014042,3186.863218,3166.297001
Provincial,PHRAE,Current Market Prices,"Electricity, gas, steam and air conditioning supply",172.881062,176.495178,200.312834,244.768338,204.229784,206.557568,204.961235,211.627384,226.3999,237.707752,236.416472,259.268216,257.253814,245.726443,300.165006,318.195836,308.796566,343.876135,385.448569,411.469661,402.28177,417.153024,425.743087,382.122831,414.721786,446.450217
Provincial,PHRAE,Current Market Prices,"Water supply; sewerage, waste management and remediation activities",32.975739,32.342586,35.356224,33.251154,34.863711,36.59999,46.599932,33.724148,34.855067,36.595728,33.654319,31.115826,36.256236,42.457281,52.118947,52.930821,54.24456,61.550866,73.390847,81.869908,85.360724,100.140409,131.810769,153.976917,163.578286,266.452232
Provincial,PHRAE,Current Market Prices,Services,7084.96743,7917.817287,8206.060802,7933.244654,8455.192914,8634.189047,8845.282594,9609.156645,9930.579991,11059.80448,12118.01162,12271.77767,12611.60354,12906.97979,13255.82964,14082.19341,14977.49568,16938.00864,17195.1315,17520.79598,17280.64525,18928.06903,19477.04657,20316.53897,20944.61909,21073.8624
Provincial,PHRAE,Current Market Prices,Construction,911.123938,1208.507992,923.694234,575.822446,626.733019,756.291539,758.751167,1257.949023,1008.513299,1258.171357,1526.075986,1635.166605,1460.578277,1725.336339,1388.228526,1510.564664,1386.608375,1620.599534,1584.119977,1436.727717,1265.144497,1486.203337,1540.994872,1536.134719,1650.85221,1626.411695
Provincial,PHRAE,Current Market Prices,Wholesale and retail trade and repair of motor vehicles and motorcycle,1289.047952,1475.187509,1669.373978,1342.730672,1372.988019,1293.061759,1293.870735,1352.675922,1363.133875,1433.686054,1439.725586,1472.037899,1573.894929,1685.502897,1799.101225,1900.584524,1863.691776,2148.052323,2215.100681,2326.326866,2646.657203,3049.915521,3034.633204,3276.0786,3506.612257,3611.413477
Provincial,PHRAE,Current Market Prices,Transportation and storage,371.70152,482.774328,489.063343,493.374008,444.903331,390.205718,387.330411,361.924813,362.410238,357.35618,385.112937,407.51883,416.555497,392.852368,357.413448,310.790698,309.444684,284.489254,309.158038,371.525153,429.377293,774.324248,984.172435,914.074511,982.769247,981.966946
