level,province_nesdc_en,type,sector,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Provincial,CHAI NAT,Chain Volume Measures,Human health and social work activities,346.262043,429.649795,456.829727,471.610826,442.093692,487.967001,467.925823,507.321109,500.894446,528.315781,555.994703,482.721955,490.650009,515.859313,580.155937,564.259953,575.502199,610.905775,634.494071,671.201112,678.011518,690.800428,719.06378,759.401946,792.051596,754.057273
Provincial,CHAI NAT,Chain Volume Measures,"Arts, entertainment and recreation",14.062098,21.479004,19.96547,18.567338,20.543443,20.957035,21.118626,21.196598,35.744648,65.208119,67.523358,61.287833,32.346786,28.588935,27.008264,35.168033,42.012826,57.203608,76.228638,73.441652,83.483509,119.50886,95.572189,112.544183,132.273447,134.83678
Provincial,CHAI NAT,Chain Volume Measures,Other service activities,90.106573,91.841229,85.824158,83.051358,84.657274,100.013329,79.904403,100.20861,94.745208,169.009697,168.849347,143.226775,121.642655,134.569819,159.061545,135.942238,195.602681,178.840575,177.974858,177.356484,184.006607,188.879197,182.558885,184.603541,158.83596,164.50387
Provincial,CHAI NAT,Chain Volume Measures,Gross provincial product (CVMs),15775.07684,16464.20013,16246.21928,15399.88094,15365.11908,15879.02455,16534.08756,16668.75779,16788.642,16194.18125,16477.2916,15615.93621,16105.92785,16921.11761,16291.63048,15370.57843,16623.31542,20456.2231,19895.98965,18494.10328,16730.94809,16754.1545,18922.67021,20401.59941,20518.66127,19774.95547
Provincial,ANG THONG,Current Market Prices,Agriculture,1366.475677,1859.173207,1920.023074,2505.397777,1860.987765,2192.780611,2405.340426,2340.303577,2482.31684,2880.973546,2861.629919,3097.519451,3125.086519,5654.456359,4840.417459,3923.977007,4296.632157,6544.062654,6389.202809,5486.755907,4591.646821,3903.870981,4691.89894,5501.254895,5583.741777,4568.563782
Provincial,ANG THONG,Current Market Prices,Agriculture,1366.475677,1859.173207,1920.023074,2505.397777,1860.987765,2192.780611,2405.340426,2340.303577,2482.31684,2880.973546,2861.629919,3097.519451,3125.086519,5654.456359,4840.417459,3923.977007,4296.632157,6544.062654,6389.202809,5486.755907,4591.646821,3903.870981,4691.89894,5501.254895,5583.741777,4568.563782
Provincial,ANG THONG,Current Market Prices,"Agriculture, forestry and fishing",1366.475677,1859.173207,1920.023074,2505.397777,1860.987765,2192.780611,2405.340426,2340.303577,2482.31684,2880.973546,2861.629919,3097.519451,3125.086519,5654.456359,4840.417459,3923.977007,4296.632157,6544.062654,6389.202809,5486.755907,4591.646821,3903.870981,4691.89894,5501.254895,5583.741777,4568.563782
Provincial,ANG THONG,Current Market Prices,Non-Agriculture,8883.68611,10000.68038,10398.19776,10723.5289,10217.37534,9532.282936,9416.372322,10459.64694,11465.65321,12472.62655,13145.39028,14209.04207,14982.62799,15037.65745,15085.62932,14384.86458,16333.46939,20772.80827,19575.26711,18869.48302,20204.42846,22530.52411,23956.53761,25607.98842,26354.10497,27087.96254
Provincial,ANG THONG,Current Market Prices,Industrial,3677.652557,4321.85425,4412.653121,4300.007897,3762.050965,2995.666951,2777.636034,3486.10126,3964.788953,4171.577245,4140.911378,4471.553919,4743.037289,4851.608111,4462.853765,4093.889954,5826.754958,6889.787948,6585.528822,5906.19651,7549.872095,9018.043783,9787.588372,10503.93345,10854.96701,11001.22972
Provincial,ANG THONG,Current Market Prices,Mining and quarrying,395.824247,794.975662,642.925384,572.033931,438.121681,370.201863,392.002594,386.999647,423.604367,726.34866,812.12925,1017.561344,995.809186,973.889657,877.825044,932.350856,1016.931944,1198.593405,1152.520099,1248.464883,1908.095403,2262.534249,2277.630478,2481.694227,2403.410542,2528.60311
Provincial,ANG THONG,Current Market Prices,Manufacturing,2994.0307,3241.782579,3453.607772,3346.686342,2983.636891,2325.519779,2100.556539,2799.44714,3235.738052,3108.480115,3009.798209,3134.606139,3414.691745,3563.178272,3177.597135,2763.114128,4405.067766,5181.273319,4901.318999,4051.410723,5057.090799,5290.676235,5749.985776,5853.616915,5965.097744,6170.935951
Provincial,ANG THONG,Current Market Prices,"Electricity, gas, steam and air conditioning supply",265.334479,262.71707,291.500971,356.965758,311.866413,264.664569,252.379196,269.681009,275.182346,305.72297,285.694523,292.23875,305.408147,284.692411,370.199153,360.162647,361.10818,455.469212,470.233655,539.337651,520.811711,1399.520981,1687.830505,2052.822186,2383.547493,2174.495771
Provincial,ANG THONG,Current Market Prices,"Water supply; sewerage, waste management and remediation activities",22.463131,22.378939,24.618993,24.321865,28.42598,35.28074,32.697706,29.973465,30.264189,31.0255,33.289395,27.147686,27.128211,29.84777,37.232433,38.262322,43.647069,54.452012,61.456069,66.983254,63.874182,65.312318,72.141613,115.800119,102.911231,127.194891
Provincial,ANG THONG,Current Market Prices,Services,5206.033552,5678.826125,5985.544639,6423.521001,6455.324379,6536.615985,6638.736288,6973.545675,7500.864256,8301.049307,9004.478897,9737.488148,10239.5907,10186.04934,10622.77555,10290.97463,10506.71444,13883.02032,12989.73829,12963.28651,12654.55637,13512.48033,14168.94924,15104.05497,15499.13796,16086.73281
Provincial,ANG THONG,Current Market Prices,Construction,470.645031,517.519463,451.011848,359.614925,349.269662,268.258384,249.22246,305.452751,300.418243,491.499434,601.138454,668.246557,872.679156,711.025228,1033.774264,965.347551,1032.474884,2157.964731,795.728552,852.857997,961.344425,1056.47142,1070.624794,1042.680592,1107.098292,1386.571683
Provincial,ANG THONG,Current Market Prices,Wholesale and retail trade and repair of motor vehicles and motorcycle,1220.555951,1448.613592,1523.294734,1500.322769,1326.77991,1443.648231,1433.199168,1478.816457,1575.936257,1749.914998,1712.049205,1861.87196,2121.188678,2467.174883,2350.475218,2032.888987,2047.518194,3606.952017,3656.658779,3908.197285,3175.347643,3329.320716,3732.03497,4342.378535,4550.568728,4835.412151
Provincial,ANG THONG,Current Market Prices,Transportation and storage,465.214609,545.955139,649.973024,739.180804,811.788377,715.704719,772.998841,751.587984,771.740204,835.157281,790.861948,927.763528,1153.4889,1151.837986,1131.550962,963.681823,960.854281,997.458427,1048.974439,1082.58554,1145.494508,1374.988589,1483.215617,1505.912127,1479.260531,1337.023624
Provincial,ANG THONG,Current Market Prices,Accommodation and food service activities,0,0,2.441558,7.263006,16.457304,27.798237,25.683086,18.57242,20.66635,24.243541,22.323355,19.299056,15.32138,12.824811,12.519406,14.76281,13.703915,18.689557,22.06631,23.011699,29.244446,30.036859,32.58348,36.795794,40.408202,26.469022
Provincial,ANG THONG,Current Market Prices,Information and communication,80.614537,97.03015,90.394964,92.980714,117.174618,125.152867,161.317583,177.939044,203.803344,221.745805,218.05923,200.935961,181.49083,181.824756,167.060646,169.860313,187.086148,192.637569,176.066395,191.197279,215.44833,270.418063,311.029794,359.9537,396.268609,390.433705
Provincial,ANG THONG,Current Market Prices,Financial and insurance activities,948.08132,688.586933,662.372144,680.407533,501.787416,477.699456,494.90599,553.072681,577.568204,636.545685,776.926737,967.145471,1013.182475,1005.2178,1061.695455,1082.802861,1128.232988,1298.696351,1439.21876,1572.755179,1726.532071,1934.088858,1945.113443,2032.323885,1983.126758,2020.93687
Provincial,ANG THONG,Current Market Prices,Real estate activities,509.224951,605.991432,703.379493,831.257868,1006.02244,1026.769162,969.644704,1049.984369,1143.437885,1169.619527,1197.260736,1292.128571,949.85616,835.298549,773.496986,778.550148,759.940907,868.439357,1242.921719,834.948597,905.046247,987.778444,924.097045,1022.948665,967.991469,1056.280266
Provincial,ANG THONG,Current Market Prices,"Professional, scientific and technical activities",0.049408,0.065253,0.720661,0.74503,4.453466,4.940633,2.796026,2.844231,2.866222,3.106957,2.669566,3.17391,3.783907,2.904603,1.755338,1.938407,1.66799,2.492257,3.158052,4.118802,4.329247,4.334391,6.714532,9.252559,8.372774,7.00501
Provincial,ANG THONG,Current Market Prices,Administrative and support service activities,5.221261,4.421955,6.130896,4.323537,5.946954,8.230083,12.721468,11.801346,22.738066,37.797947,49.654217,47.763759,106.701356,63.346909,59.409882,52.409891,37.869863,62.130855,40.613439,46.080821,56.229957,53.909231,66.179151,64.31785,62.935036,52.804379
Provincial,ANG THONG,Current Market Prices,Public administration and defence; compulsory social security,455.963357,498.66452,570.984387,664.543956,719.086895,789.973678,835.239736,980.478634,1178.946691,1198.361079,1504.239932,1456.2555,1392.002635,1145.148881,1177.465882,1309.593984,1376.654385,1540.734083,1315.750348,1058.881975,1104.184822,1131.961089,1184.569093,1283.607675,1322.577788,1345.070978
Provincial,ANG THONG,Current Market Prices,Education,689.113253,743.115449,778.762245,962.292644,962.257412,990.14716,1000.253268,1030.113995,1070.875201,1248.895746,1377.569062,1513.344134,1650.782158,1760.004252,1855.049679,1937.531634,1887.211734,1969.643864,2013.030487,2069.937408,1947.031792,1867.732756,1848.297758,1770.560159,1809.129744,1835.738313
Provincial,ANG THONG,Current Market Prices,Human health and social work activities,277.287428,427.021661,433.608409,469.583528,516.171036,529.09076,546.906031,452.978728,460.452002,497.896846,530.770506,576.305668,603.542372,669.13756,781.179978,755.073881,821.208399,859.193537,915.91927,988.905994,1037.987579,1098.498925,1159.986198,1267.761599,1337.810726,1392.992237
Provincial,ANG THONG,Current Market Prices,"Arts, entertainment and recreation",13.348948,21.589932,21.180492,21.29088,23.627096,24.468054,25.005946,25.234751,40.164868,65.219966,83.741477,72.925042,44.797553,41.927459,39.739765,53.385758,63.754224,77.049113,78.420026,78.145591,83.207718,97.637304,115.429283,137.420436,163.396714,148.273741
Provincial,ANG THONG,Current Market Prices,Other service activities,70.7135,80.250646,91.289786,89.713806,94.50179,104.734561,108.84198,134.668284,131.250719,121.044497,137.214472,130.329032,130.773142,138.37566,177.602092,173.14658,188.536524,230.9386,241.21171,251.662338,263.127584,275.303685,289.074077,228.141399,270.192592,251.720835
Provincial,ANG THONG,Current Market Prices,Gross provincial product (GPP),10250.16179,11859.85358,12318.22083,13228.92667,12078.36311,11725.06355,11821.71275,12799.95051,13947.97005,15353.6001,16007.02019,17306.56152,18107.71451,20692.11381,19926.04678,18308.84159,20630.10155,27316.87092,25964.46992,24356.23892,24796.07529,26434.39509,28648.43655,31109.24332,31937.84675,31656.52632
Provincial,ANG THONG,Current Market Prices,GPP Per capita (Baht),38141.683,43923.481,45408.689,48541.68,44118.788,42636.594,43242.591,47117.517,51690.45,57308.728,60203.542,65617.082,69240.746,79835.539,77608.832,72037.242,81184.115,107517.105,102211.859,95897.5,97647.332,104635.144,114008.2,124438.964,128411.938,127939.791
Provincial,ANG THONG,Current Market Prices,"Population (1,000 persons)",268.739099,270.01169,271.27453,272.527169,273.769149,275,273.38123,271.660119,269.836497,267.910325,265.881697,263.750855,261.518187,259.184242,256.749731,254.158,254.115,254.07,254.026,253.982,253.935,252.634,251.284,249.996,248.714,247.433
Provincial,ANG THONG,Chain Volume Measures,Agriculture,1463.385882,1755.378679,1733.967241,2015.063398,1751.79668,2356.198544,2471.305159,2340.303577,2619.118569,2468.887742,2306.035471,2357.298042,2177.26125,2776.345569,2508.383103,2115.696077,2205.191392,2333.083061,2335.113392,2276.535383,1943.137443,1706.378151,2152.823238,2447.854381,2401.651195,1953.915571
Provincial,ANG THONG,Chain Volume Measures,Agriculture,1463.385882,1755.378679,1733.967241,2015.063398,1751.79668,2356.198544,2471.305159,2340.303577,2619.118569,2468.887742,2306.035471,2357.298042,2177.26125,2776.345569,2508.383103,2115.696077,2205.191392,2333.083061,2335.113392,2276.535383,1943.137443,1706.378151,2152.823238,2447.854381,2401.651195,1953.915571
Provincial,ANG THONG,Chain Volume Measures,"Agriculture, forestry and fishing",1463.385882,1755.378679,1733.967241,2015.063398,1751.79668,2356.198544,2471.305159,2340.303577,2619.118569,2468.887742,2306.035471,2357.298042,2177.26125,2776.345569,2508.383103,2115.696077,2205.191392,2333.083061,2335.113392,2276.535383,1943.137443,1706.378151,2152.823238,2447.854381,2401.651195,1953.915571
Provincial,ANG THONG,Chain Volume Measures,Non-Agriculture,10628.6742,11438.29397,11420.42398,10908.94609,10637.52076,9783.517157,9555.764516,10459.64694,11283.01988,11789.05321,12097.85922,12397.9466,12766.45031,12182.99499,11880.71883,11078.44195,12297.73471,15912.00012,14291.50397,13992.32773,14357.24442,15473.98703,16380.57955,17011.8253,17137.0141,17268.57334
Provincial,ANG THONG,Chain Volume Measures,Industrial,4556.30698,5069.662234,4986.985752,4264.33352,3988.577751,3076.033051,2812.885638,3486.101259,3813.564103,3892.992061,3883.756333,4038.014187,4194.500114,4032.525321,3564.068158,3152.249543,4444.980045,5874.860638,5051.435398,5083.953227,6029.510957,6889.26451,7540.911692,7729.189537,7731.340706,7488.749926
Provincial,ANG THONG,Chain Volume Measures,Mining and quarrying,616.31391,1116.094066,830.335079,678.231327,516.899344,403.403497,414.411771,386.999646,405.262779,660.63888,766.78721,923.640632,877.548765,822.15076,649.224008,703.518793,797.969621,935.067903,831.767949,866.630584,1223.720548,1412.576128,1373.665431,1513.930171,1398.700434,1378.969133
Provincial,ANG THONG,Chain Volume Measures,Manufacturing,3652.048384,3760.462013,3895.177232,3294.226074,3160.665654,2382.088175,2116.582338,2799.447139,3118.200085,2934.057043,2827.116987,2843.292304,3012.09152,2893.338833,2551.678823,2073.150931,3225.529237,4386.807181,3718.78488,3666.560522,4202.191424,4190.141764,4682.688728,4556.940389,4595.980947,4461.608017
Provincial,ANG THONG,Chain Volume Measures,"Electricity, gas, steam and air conditioning supply",264.603381,269.609845,285.630523,297.057223,292.161439,257.947274,253.606637,269.681008,260.783657,266.790225,250.616967,239.296985,269.538126,281.508109,342.392782,345.895893,361.454437,467.587439,427.165079,487.30022,480.153215,1213.17403,1460.517674,1565.274925,1681.553172,1565.904991
Provincial,ANG THONG,Chain Volume Measures,"Water supply; sewerage, waste management and remediation activities",28.813981,28.142742,29.796717,29.203982,28.697851,35.736517,32.98127,29.973464,29.317577,29.694911,34.698628,28.472781,29.563756,30.401626,30.827009,33.342319,34.755809,40.873637,37.204888,35.218988,35.282861,36.099393,40.565033,65.953457,59.783445,78.158905
Provincial,ANG THONG,Chain Volume Measures,Services,6098.431313,6405.741176,6467.620375,6655.343413,6667.000183,6708.770675,6744.044055,6973.545675,7469.455847,7899.29509,8219.612359,8367.12642,8581.125778,8160.782621,8313.410523,7919.741178,7846.09398,10031.126,9200.307456,8880.040189,8464.665055,8795.777162,9099.775567,9535.738351,9652.866163,9990.997145
Provincial,ANG THONG,Chain Volume Measures,Construction,572.457728,597.562874,492.720338,374.332236,363.305328,276.576198,253.904926,305.452751,294.019596,464.075422,541.226238,546.885746,694.304461,523.421858,787.522315,717.795617,722.478134,1467.792134,535.66259,571.341188,672.273737,757.246339,754.986456,723.872572,764.78915,958.318906
Provincial,ANG THONG,Chain Volume Measures,Wholesale and retail trade and repair of motor vehicles and motorcycle,1442.636546,1634.873931,1600.017591,1495.187147,1365.010676,1487.33929,1468.555792,1478.816457,1580.249793,1676.718211,1553.80857,1621.488749,1821.59187,1984.470297,1730.806559,1446.898244,1422.899079,2378.225424,2394.048937,2409.014397,1937.122513,1937.598884,2112.663572,2400.665118,2463.199415,2605.191349
Provincial,ANG THONG,Chain Volume Measures,Transportation and storage,569.104706,655.85472,741.89192,752.961346,811.814638,744.904202,768.19883,751.587984,776.474362,810.370296,739.311613,748.725493,900.183715,908.58011,829.167046,727.0092,732.344611,748.771483,781.251846,800.833434,756.43989,838.805733,925.446737,932.732939,916.449357,832.477964
Provincial,ANG THONG,Chain Volume Measures,Accommodation and food service activities,0,0,2.5559,7.821067,17.038387,28.693262,26.623413,18.57242,20.680315,24.549522,22.634767,19.42905,14.679566,11.777706,12.133028,14.308288,13.366454,17.680633,20.008264,20.453251,24.757035,23.855132,24.389177,26.293061,27.859645,21.011349
Provincial,ANG THONG,Chain Volume Measures,Information and communication,77.243889,93.304967,87.045928,90.777626,114.600075,123.583611,160.270688,177.939044,206.705946,240.865064,255.431718,265.170381,241.481797,251.608771,223.031534,228.19963,252.585772,261.973133,241.587625,269.611788,307.047403,384.523344,429.353239,509.808951,565.490646,559.853603
Provincial,ANG THONG,Chain Volume Measures,Financial and insurance activities,1237.746579,848.7337,773.204346,734.679256,540.683034,506.320883,527.400441,553.072681,575.898344,587.977026,675.326974,760.990206,761.913976,708.90269,806.679353,798.051115,804.576067,929.438989,982.411228,1058.317003,1158.612834,1295.626005,1320.20846,1365.863669,1326.81697,1384.492783
Provincial,ANG THONG,Chain Volume Measures,Real estate activities,502.518402,578.352431,665.9863,791.740975,956.848959,978.408435,952.144893,1049.984368,1178.918018,1245.976246,1280.944747,1388.545286,1029.442673,911.720673,831.871021,829.163846,806.715191,915.998551,1322.084919,893.791539,958.423831,1050.786556,984.013861,1083.870062,1019.570311,1101.525822
Provincial,ANG THONG,Chain Volume Measures,"Professional, scientific and technical activities",0.060632,0.075864,0.825654,0.744964,4.553298,4.806356,2.765959,2.84423,2.885934,3.123055,2.667706,3.120915,3.69724,2.749464,1.648135,1.790976,1.505556,2.180341,2.720649,3.495203,3.711471,3.723533,5.687716,7.76361,7.013789,5.896061
Provincial,ANG THONG,Chain Volume Measures,Administrative and support service activities,6.275143,5.036073,6.635832,4.369159,6.009015,8.221385,12.711642,11.801345,22.291717,35.869789,44.527384,40.318794,88.241465,48.751907,45.498871,38.645878,26.790378,42.482571,27.31546,30.505986,37.661476,36.093604,43.640745,41.937439,40.775374,34.194227
Provincial,ANG THONG,Chain Volume Measures,Public administration and defence; compulsory social security,544.034806,579.7131,647.711107,732.939487,776.035121,827.332165,853.525132,980.478634,1146.45692,1068.547803,1265.887767,1144.99133,1072.532713,837.511485,851.127911,932.905673,956.792584,1036.89256,851.06971,662.14692,664.367939,654.149342,663.159774,699.273812,704.076255,703.075824
Provincial,ANG THONG,Chain Volume Measures,Education,804.860533,842.410166,864.413174,1059.209688,1036.854432,1038.482218,1025.05974,1030.113995,1045.248862,1107.394166,1151.823117,1173.099854,1217.009956,1220.446726,1252.044061,1288.601715,1180.153817,1165.839466,1153.705661,1131.984213,1013.681977,944.482658,911.132449,853.25498,854.604635,853.600706
Provincial,ANG THONG,Chain Volume Measures,Human health and social work activities,322.76751,485.936486,479.693175,504.495681,544.334521,547.948598,556.671795,452.978727,450.809534,455.1972,462.337657,475.302982,489.460828,521.291937,602.211364,572.649551,612.118675,625.259343,645.632378,677.345541,688.23361,703.415781,721.889544,769.933075,796.52222,817.225472
Provincial,ANG THONG,Chain Volume Measures,"Arts, entertainment and recreation",16.74106,25.570956,23.76908,22.104591,24.457163,24.949547,25.141923,25.23475,39.500424,62.512544,76.882145,63.983341,38.508747,34.035038,32.153253,41.867433,48.190282,56.515251,56.318713,55.105538,61.467618,77.776247,91.322728,107.665671,128.399036,115.846857
Provincial,ANG THONG,Chain Volume Measures,Other service activities,94.157681,99.825071,106.767809,99.85164,104.865033,110.663566,112.261462,134.668283,129.316064,117.273914,131.422363,119.942853,117.323856,119.42928,155.865087,146.271209,150.924194,175.963335,173.887869,171.893995,174.975003,181.990294,190.025011,147.833836,172.364508,161.236743
Provincial,ANG THONG,Chain Volume Measures,Gross provincial product (CVMs),11998.82196,13110.13478,13067.79549,12903.95945,12324.41392,12142.58512,12023.7171,12799.95051,13902.13851,14272.75698,14399.81287,14750.37075,14908.69743,15052.89924,14384.4624,13102.04675,14353.78578,17867.10033,16487.1264,16125.1429,15918.96463,16568.72007,18036.28048,19022.31161,19074.04862,18573.18707
Provincial,LOP BURI,Current Market Prices,Agriculture,5391.575854,6206.682558,6014.415215,6270.177149,5684.674097,6101.780818,6704.374562,6495.349803,7014.641912,7333.665909,7960.816113,7815.060469,9248.951384,12887.83387,13002.12605,12440.91925,14077.09473,16418.11244,17217.85992,17305.33774,15588.94169,15914.38188,18002.0698,20225.50706,19310.50278,16422.55
Provincial,LOP BURI,Current Market Prices,Agriculture,5391.575854,6206.682558,6014.415215,6270.177149,5684.674097,6101.780818,6704.374562,6495.349803,7014.641912,7333.665909,7960.816113,7815.060469,9248.951384,12887.83387,13002.12605,12440.91925,14077.09473,16418.11244,17217.85992,17305.33774,15588.94169,15914.38188,18002.0698,20225.50706,19310.50278,16422.55
Provincial,LOP BURI,Current Market Prices,"Agriculture, forestry and fishing",5391.575854,6206.682558,6014.415215,6270.177149,5684.674097,6101.780818,6704.374562,6495.349803,7014.641912,7333.665909,7960.816113,7815.060469,9248.951384,12887.83387,13002.12605,12440.91925,14077.09473,16418.11244,17217.85992,17305.33774,15588.94169,15914.38188,18002.0698,20225.50706,19310.50278,16422.55
Provincial,LOP BURI,Current Market Prices,Non-Agriculture,26279.15746,31640.17636,31494.78695,30113.11146,28377.51882,30377.40152,33732.87677,40265.89449,42116.75828,43302.24858,48324.47129,48526.35795,47154.99863,48367.17677,53040.79884,55246.744,60113.78467,73938.25987,77580.46608,79943.23705,80930.02207,84826.3736,92339.11182,90808.94986,92046.36276,89748.45019
Provincial,LOP BURI,Current Market Prices,Industrial,7927.569382,7662.704466,7991.445178,6989.126686,5739.259391,6364.129167,9097.251853,13558.26688,15922.21128,16330.21928,17659.5453,18173.69777,15779.01173,17094.07782,19163.27435,20519.58849,24557.80953,29522.23973,31977.1699,35387.78451,36757.61735,38270.86591,42810.69954,38090.21828,36861.07106,34979.10321
Provincial,LOP BURI,Current Market Prices,Mining and quarrying,19.009823,37.744703,36.238535,28.193053,42.046276,19.685466,27.442478,31.694595,55.201693,85.532655,105.336168,130.340599,186.747015,211.380969,326.29013,338.870625,260.52309,252.606474,232.67009,277.733332,605.356707,1074.468877,1289.906106,921.68711,953.273499,1021.715072
Provincial,LOP BURI,Current Market Prices,Manufacturing,7176.043232,6810.317457,6988.106194,5739.574622,4594.756351,5106.536327,7786.63699,12221.18002,14449.78689,14609.13554,16051.87629,16381.05937,13990.25394,15308.00731,16958.98239,18119.10911,22255.05564,26925.10925,29236.70871,32449.35723,33482.66713,34518.03584,38659.0713,33963.00604,32273.23873,30373.77653
Provincial,LOP BURI,Current Market Prices,"Electricity, gas, steam and air conditioning supply",590.238706,677.218307,817.941119,1090.869869,958.722269,1056.543926,1087.192094,1129.34747,1240.583435,1420.094649,1286.447195,1493.574517,1432.539722,1383.84726,1649.304351,1836.976422,1828.751791,2073.89495,2195.545539,2310.880706,2321.948946,2353.414495,2482.847938,2760.372648,3085.698481,3052.399943
Provincial,LOP BURI,Current Market Prices,"Water supply; sewerage, waste management and remediation activities",142.277622,137.423999,149.15933,130.489143,143.734495,181.363449,195.980292,176.044786,176.639261,215.456435,215.885648,168.72328,169.47105,190.842276,228.697478,224.632328,213.479006,270.629057,312.245557,349.813245,347.644564,324.946706,378.874195,445.152476,548.860346,531.211668
Provincial,LOP BURI,Current Market Prices,Services,18351.58808,23977.47189,23503.34177,23123.98477,22638.25943,24013.27235,24635.62491,26707.62761,26194.547,26972.02929,30664.92598,30352.66019,31375.98691,31273.09896,33877.52449,34727.15551,35555.97515,44416.02014,45603.29618,44555.45254,44172.40472,46555.50769,49528.41228,52718.73158,55185.2917,54769.34697
Provincial,LOP BURI,Current Market Prices,Construction,3391.005101,7728.645631,5647.894247,3182.288913,2304.876078,1693.173646,2188.246425,2224.446078,2001.449767,1908.884255,2160.75763,2116.120525,1728.372729,1606.899461,2363.042703,2414.205511,2447.707218,3287.749023,2380.543077,2129.7898,2159.959695,2147.811802,2025.829184,2565.493761,2784.13893,3094.192531
Provincial,LOP BURI,Current Market Prices,Wholesale and retail trade and repair of motor vehicles and motorcycle,3484.507633,3737.141208,4542.778789,4987.801949,4652.336854,5657.576998,5226.651732,5545.60784,5403.876149,5598.879613,6069.431386,6013.703235,6150.713949,5669.179738,6402.65824,5984.828225,6287.176052,7446.646736,7472.827774,8105.001249,8864.264059,9852.587168,11136.24406,11885.23844,12462.10871,11939.86524
Provincial,LOP BURI,Current Market Prices,Transportation and storage,1016.73673,1113.25682,1172.783861,1245.856126,1226.177795,1092.173499,1114.796732,1423.83127,1325.333446,1230.079738,1446.537108,1609.395573,1730.301791,1848.460221,1898.122038,1840.228131,1747.320946,1896.38302,1911.03736,1957.24464,2142.458706,2253.851828,2569.186315,2716.396323,3060.79329,2758.137304
Provincial,LOP BURI,Current Market Prices,Accommodation and food service activities,176.898917,153.858116,140.141879,474.662929,564.896952,585.61597,581.199996,242.565997,245.506522,195.793187,215.616473,199.658257,207.114154,228.573487,246.853712,280.386077,319.279991,357.467612,377.236505,380.95511,420.385746,449.115559,495.231144,559.664905,621.626444,452.227824
Provincial,LOP BURI,Current Market Prices,Information and communication,195.790885,224.369211,234.727143,229.726314,241.43657,313.334886,397.56017,382.511893,461.782321,477.090949,451.64036,412.034424,390.716062,397.786602,431.48875,511.94456,565.306379,570.018391,552.588817,466.272971,474.879974,486.033979,604.179987,649.739514,721.833586,751.148434
Provincial,LOP BURI,Current Market Prices,Financial and insurance activities,1521.859497,1600.252772,1491.582491,1468.569249,1110.114801,1106.916259,1171.486078,1293.409537,1367.61502,1490.08006,1771.221075,2117.068856,2352.724561,2428.619277,2454.459541,2593.246269,2802.988337,3235.742668,3634.847962,4021.719746,4285.027749,4752.610572,4821.546919,4980.577517,5065.38426,5676.457391
Provincial,LOP BURI,Current Market Prices,Real estate activities,1211.384377,1423.189247,1633.614199,1912.106225,2311.00512,2363.707681,2237.793042,2435.280448,2514.535265,2554.5029,2675.815548,2959.833136,3005.387704,2894.797986,3152.403669,2889.918946,2868.319775,2950.664388,3119.528282,2661.313877,2941.445561,2913.830046,3403.765019,3808.833834,3781.871361,3890.096059
Provincial,LOP BURI,Current Market Prices,"Professional, scientific and technical activities",6.45967,29.954807,32.264023,17.17709,19.834431,23.493938,18.949171,16.311499,19.876991,21.148817,19.178619,23.525401,19.714769,24.131413,27.894767,30.551498,35.629903,51.684524,54.83894,70.84028,70.789114,65.760786,58.618589,82.00521,75.852259,75.544733
Provincial,LOP BURI,Current Market Prices,Administrative and support service activities,124.472756,141.783152,134.533214,154.058388,193.133639,156.665724,312.794717,212.074552,214.627542,181.071775,169.49777,315.673568,216.858393,219.425266,135.118093,218.651143,163.885395,242.729055,240.473055,303.416315,270.586143,334.732128,340.958558,428.091296,438.223172,427.770858
Provincial,LOP BURI,Current Market Prices,Public administration and defence; compulsory social security,4819.953569,5143.68576,5642.858721,6305.856834,6774.325274,7643.828357,7867.533485,9349.359856,8853.678264,9006.277595,10769.57013,9332.226116,9936.590034,9885.18101,10303.07841,11503.07908,11735.74664,17495.22605,18683.09984,16976.43676,14875.86943,15481.43299,15975.27846,16875.94959,17613.00775,17158.10284
Provincial,LOP BURI,Current Market Prices,Education,1504.610046,1636.471257,1770.697394,2030.665974,2163.770292,2246.981231,2283.855073,2282.781128,2458.835674,2800.419959,3394.260301,3556.888483,3892.783106,4115.504457,4300.50877,4411.050816,4421.179419,4477.667133,4645.451878,4794.381344,4839.014787,4796.283606,4859.102794,4713.511068,4847.448054,4869.428687
Provincial,LOP BURI,Current Market Prices,Human health and social work activities,716.655382,818.211099,838.405579,894.041714,855.694547,880.766733,964.679423,1014.102584,966.895201,1063.303274,1029.260271,1185.71223,1204.167652,1366.147153,1554.781528,1481.197239,1569.693306,1738.269405,1846.760284,1998.965921,2091.938035,2233.153944,2375.814899,2593.477026,2725.357951,2781.458897
Provincial,LOP BURI,Current Market Prices,"Arts, entertainment and recreation",26.557052,42.952068,42.137508,42.35712,47.004904,48.677946,49.748054,50.203249,87.546212,139.17858,156.863497,153.178199,89.122447,83.412541,79.060235,106.208242,126.835776,152.466466,155.193645,154.578732,154.007741,193.735793,232.34284,267.577265,318.570567,284.04089
